-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,5,5,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,4,6,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,5,5,5,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,5,5,5,5,6,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,0,1,5,5,5,5,5,6,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,-1,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,6,-1,0,1,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,-1,4,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,0,1,2,-1,-1,0,1,2,-1,-1,-1,0,1,2,-1,-1,-1,4,1,1,1,1,1,1,1,1,1,6,-1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,-1,4,5,5,6,-1,-1,0,1,1,2,-1,-1,0,1,1,1,1,1,1,1,1,1,2,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,4,5,6,-1,-1,4,5,6,-1,-1,-1,4,5,6,-1,-1,-1,4,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,-1,4,5,5,6,-1,-1,4,5,5,6,-1,-1,4,5,5,5,5,5,5,5,5,5,6,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,4,5,6,-1,-1,4,5,6,-1,-1,-1,4,5,6,-1,-1,-1,4,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,-1,4,5,5,6,-1,-1,4,5,5,6,-1,-1,4,5,5,5,5,5,5,5,5,5,6,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,4,6,-1,-1,-1,-1,4,5,6,-1,-1,4,5,6,-1,-1,-1,4,5,6,-1,-1,-1,4,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,-1,4,5,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
